parameter_set,key_rep,signature_index,sk_index_before,sk_index_after,sign_ns,verify_ns,verification_pass,signature_bytes,secret_key_bytes,tree_height,full_height,layers,wots_w
XMSSMT-SHA2_20/4_256,PUB_R3,0,0,1,10798723,5178166,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,1,1,2,8384611,5145778,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,2,2,3,10973500,4979056,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,3,3,4,8540426,4984778,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,4,4,5,10981574,5018371,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,5,5,6,8421463,5144833,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,6,6,7,10839611,5136722,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,7,7,8,8542019,5025463,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,8,8,9,11006463,4995611,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,9,9,10,8602537,4960371,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,10,10,11,10958444,5034444,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,11,11,12,8554796,4989519,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,12,12,13,11012408,4994166,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,13,13,14,8399778,5148111,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,14,14,15,10973222,5012648,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,15,15,16,8480963,5080407,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,16,16,17,10993037,4984555,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,17,17,18,8501222,5066852,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,18,18,19,11000389,4985352,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,19,19,20,8559870,4988519,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,20,20,21,11090037,4892092,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,21,21,22,8513500,5019092,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,22,22,23,10978685,5017315,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,23,23,24,8477444,5079259,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,24,24,25,10979685,5017537,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,25,25,26,8633426,4912278,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,26,26,27,10913112,5082092,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,27,27,28,8508389,5066574,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,28,28,29,11024481,4973648,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,29,29,30,8593093,4967556,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,30,30,31,10926222,5065907,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,31,31,32,9508778,5162722,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,32,32,33,11094852,4922759,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,33,33,34,8473074,5114093,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,34,34,35,10979833,5048648,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,35,35,36,8635148,4954129,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,36,36,37,11012889,5017760,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,37,37,38,8592555,4984185,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,38,38,39,10976148,5050370,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,39,39,40,8391759,5181093,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,40,40,41,10931556,5082926,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R3,41,41,42,8537815,5051407,PASS,9251,10942,5,20,4,16
