parameter_set,key_rep,signature_index,sk_index_before,sk_index_after,sign_ns,verify_ns,verification_pass,signature_bytes,secret_key_bytes,tree_height,full_height,layers,wots_w
XMSSMT-SHA2_20/4_256,PUB_R1,0,0,1,11853148,5482814,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,1,1,2,9280148,5363500,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,2,2,3,11915149,5356778,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,3,3,4,9229074,5443777,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,4,4,5,11668722,5590834,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,5,5,6,9364630,5276815,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,6,6,7,11913870,5380074,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,7,7,8,9294074,5343093,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,8,8,9,11790777,5467334,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,9,9,10,9010000,5577593,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,10,10,11,11984018,5216111,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,11,11,12,9175482,5398833,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,12,12,13,11835852,5358334,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,13,13,14,9151593,5428482,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,14,14,15,11780129,5428871,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,15,15,16,9154815,5428278,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,16,16,17,11844296,5360796,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,17,17,18,9133982,5441407,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,18,18,19,11625167,5598518,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,19,19,20,9104889,5479056,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,20,20,21,11839482,5364222,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,21,21,22,9024370,5554667,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,22,22,23,11825667,5356223,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,23,23,24,9188241,5370537,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,24,24,25,11648796,5554278,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,25,25,26,9197722,5357982,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,26,26,27,11845166,5375500,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,27,27,28,9187370,5393425,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,28,28,29,11630926,5582389,PASS,9251,10942,5,20,4,16
XMSSMT-SHA2_20/4_256,PUB_R1,29,29,30,9184611,5398463,PASS,9251,10942,5,20,4,16
