parameter_set,key_rep,boundary_index,relative_index,signature_index,sign_ns
XMSSMT-SHA2_20/4_256,PUB_R2,96,3,99,8242038
XMSSMT-SHA2_20/4_256,PUB_R2,96,4,100,8310759
XMSSMT-SHA2_20/4_256,PUB_R2,128,-4,124,5919056
XMSSMT-SHA2_20/4_256,PUB_R2,128,-3,125,3487685
XMSSMT-SHA2_20/4_256,PUB_R2,128,-2,126,5915611
XMSSMT-SHA2_20/4_256,PUB_R2,128,-1,127,7297093
XMSSMT-SHA2_20/4_256,PUB_R2,128,0,128,10713130
XMSSMT-SHA2_20/4_256,PUB_R2,128,1,129,5882556
XMSSMT-SHA2_20/4_256,PUB_R2,128,2,130,5983037
XMSSMT-SHA2_20/4_256,PUB_R2,128,3,131,8381592
XMSSMT-SHA2_20/4_256,PUB_R2,128,4,132,8317000
XMSSMT-SHA2_20/4_256,PUB_R2,160,-4,156,5970463
XMSSMT-SHA2_20/4_256,PUB_R2,160,-3,157,3488537
XMSSMT-SHA2_20/4_256,PUB_R2,160,-2,158,5896741
XMSSMT-SHA2_20/4_256,PUB_R2,160,-1,159,7103778
XMSSMT-SHA2_20/4_256,PUB_R2,160,0,160,5756611
XMSSMT-SHA2_20/4_256,PUB_R2,160,1,161,5894778
XMSSMT-SHA2_20/4_256,PUB_R2,160,2,162,5980963
XMSSMT-SHA2_20/4_256,PUB_R2,160,3,163,8403852
XMSSMT-SHA2_20/4_256,PUB_R2,160,4,164,8415981
XMSSMT-SHA2_20/4_256,PUB_R2,192,-4,188,5976629
XMSSMT-SHA2_20/4_256,PUB_R2,192,-3,189,3636408
XMSSMT-SHA2_20/4_256,PUB_R2,192,-2,190,5978685
XMSSMT-SHA2_20/4_256,PUB_R2,192,-1,191,6984667
XMSSMT-SHA2_20/4_256,PUB_R2,192,0,192,5828833
XMSSMT-SHA2_20/4_256,PUB_R2,192,1,193,5927537
XMSSMT-SHA2_20/4_256,PUB_R2,192,2,194,6013797
XMSSMT-SHA2_20/4_256,PUB_R2,192,3,195,8370815
XMSSMT-SHA2_20/4_256,PUB_R2,192,4,196,8217130
XMSSMT-SHA2_20/4_256,PUB_R2,224,-4,220,5928834
XMSSMT-SHA2_20/4_256,PUB_R2,224,-3,221,3528852
XMSSMT-SHA2_20/4_256,PUB_R2,224,-2,222,5908000
XMSSMT-SHA2_20/4_256,PUB_R2,224,-1,223,7213629
XMSSMT-SHA2_20/4_256,PUB_R2,224,0,224,6116074
XMSSMT-SHA2_20/4_256,PUB_R2,224,1,225,5969871
XMSSMT-SHA2_20/4_256,PUB_R2,224,2,226,5892926
XMSSMT-SHA2_20/4_256,PUB_R2,224,3,227,8296686
XMSSMT-SHA2_20/4_256,PUB_R2,224,4,228,8334963
XMSSMT-SHA2_20/4_256,PUB_R2,256,-4,252,6069741
XMSSMT-SHA2_20/4_256,PUB_R2,256,-3,253,3519018
XMSSMT-SHA2_20/4_256,PUB_R2,256,-2,254,5992889
XMSSMT-SHA2_20/4_256,PUB_R2,256,-1,255,7334204
XMSSMT-SHA2_20/4_256,PUB_R2,256,0,256,10829907
XMSSMT-SHA2_20/4_256,PUB_R2,256,1,257,8445055
XMSSMT-SHA2_20/4_256,PUB_R2,256,2,258,10825704
XMSSMT-SHA2_20/4_256,PUB_R2,256,3,259,8391963
XMSSMT-SHA2_20/4_256,PUB_R2,256,4,260,10778814
XMSSMT-SHA2_20/4_256,PUB_R2,288,-4,284,5918611
XMSSMT-SHA2_20/4_256,PUB_R2,288,-3,285,3617037
XMSSMT-SHA2_20/4_256,PUB_R2,288,-2,286,5976352
XMSSMT-SHA2_20/4_256,PUB_R2,288,-1,287,7073167
XMSSMT-SHA2_20/4_256,PUB_R2,288,0,288,5818167
XMSSMT-SHA2_20/4_256,PUB_R2,288,1,289,5788537
XMSSMT-SHA2_20/4_256,PUB_R2,288,2,290,6014148
XMSSMT-SHA2_20/4_256,PUB_R2,288,3,291,8441740
XMSSMT-SHA2_20/4_256,PUB_R2,288,4,292,8362093
XMSSMT-SHA2_20/4_256,PUB_R2,320,-4,316,5918074
XMSSMT-SHA2_20/4_256,PUB_R2,320,-3,317,3407389
XMSSMT-SHA2_20/4_256,PUB_R2,320,-2,318,5818148
XMSSMT-SHA2_20/4_256,PUB_R2,320,-1,319,7083166
XMSSMT-SHA2_20/4_256,PUB_R2,320,0,320,5770833
XMSSMT-SHA2_20/4_256,PUB_R2,320,1,321,5989278
XMSSMT-SHA2_20/4_256,PUB_R2,320,2,322,5955297
XMSSMT-SHA2_20/4_256,PUB_R2,320,3,323,8214315
XMSSMT-SHA2_20/4_256,PUB_R2,320,4,324,8373815
XMSSMT-SHA2_20/4_256,PUB_R2,352,-4,348,5892852
XMSSMT-SHA2_20/4_256,PUB_R2,352,-3,349,3555907
XMSSMT-SHA2_20/4_256,PUB_R2,352,-2,350,5984075
XMSSMT-SHA2_20/4_256,PUB_R2,352,-1,351,6952963
XMSSMT-SHA2_20/4_256,PUB_R2,352,0,352,5775704
XMSSMT-SHA2_20/4_256,PUB_R2,352,1,353,6093019
XMSSMT-SHA2_20/4_256,PUB_R2,352,2,354,5975666
XMSSMT-SHA2_20/4_256,PUB_R2,352,3,355,8201537
XMSSMT-SHA2_20/4_256,PUB_R2,352,4,356,8348167
XMSSMT-SHA2_20/4_256,PUB_R2,384,-4,380,5896092
XMSSMT-SHA2_20/4_256,PUB_R2,384,-3,381,3520722
XMSSMT-SHA2_20/4_256,PUB_R2,384,-2,382,5792500
XMSSMT-SHA2_20/4_256,PUB_R2,384,-1,383,7028760
XMSSMT-SHA2_20/4_256,PUB_R2,384,0,384,10940592
XMSSMT-SHA2_20/4_256,PUB_R2,384,1,385,5954000
XMSSMT-SHA2_20/4_256,PUB_R2,384,2,386,5992463
XMSSMT-SHA2_20/4_256,PUB_R2,384,3,387,8299018
XMSSMT-SHA2_20/4_256,PUB_R2,384,4,388,8338130
XMSSMT-SHA2_20/4_256,PUB_R2,416,-4,412,5927074
XMSSMT-SHA2_20/4_256,PUB_R2,416,-3,413,3518723
XMSSMT-SHA2_20/4_256,PUB_R2,416,-2,414,6017759
XMSSMT-SHA2_20/4_256,PUB_R2,416,-1,415,7214537
XMSSMT-SHA2_20/4_256,PUB_R2,416,0,416,5912203
XMSSMT-SHA2_20/4_256,PUB_R2,416,1,417,5835389
XMSSMT-SHA2_20/4_256,PUB_R2,416,2,418,5821112
XMSSMT-SHA2_20/4_256,PUB_R2,416,3,419,8294648
XMSSMT-SHA2_20/4_256,PUB_R2,416,4,420,8446352
XMSSMT-SHA2_20/4_256,PUB_R2,448,-4,444,6009611
XMSSMT-SHA2_20/4_256,PUB_R2,448,-3,445,3521167
XMSSMT-SHA2_20/4_256,PUB_R2,448,-2,446,6012018
XMSSMT-SHA2_20/4_256,PUB_R2,448,-1,447,7079500
XMSSMT-SHA2_20/4_256,PUB_R2,448,0,448,5928204
XMSSMT-SHA2_20/4_256,PUB_R2,448,1,449,5926592
XMSSMT-SHA2_20/4_256,PUB_R2,448,2,450,5899093
XMSSMT-SHA2_20/4_256,PUB_R2,448,3,451,8383314
XMSSMT-SHA2_20/4_256,PUB_R2,448,4,452,8341870
XMSSMT-SHA2_20/4_256,PUB_R2,480,-4,476,6084500
XMSSMT-SHA2_20/4_256,PUB_R2,480,-3,477,3655629
XMSSMT-SHA2_20/4_256,PUB_R2,480,-2,478,5899963
XMSSMT-SHA2_20/4_256,PUB_R2,480,-1,479,6975777
XMSSMT-SHA2_20/4_256,PUB_R2,480,0,480,5920777
XMSSMT-SHA2_20/4_256,PUB_R2,480,1,481,5971537
XMSSMT-SHA2_20/4_256,PUB_R2,480,2,482,6022926
XMSSMT-SHA2_20/4_256,PUB_R2,480,3,483,8307870
XMSSMT-SHA2_20/4_256,PUB_R2,480,4,484,8342278
XMSSMT-SHA2_20/4_256,PUB_R2,512,-4,508,5993315
XMSSMT-SHA2_20/4_256,PUB_R2,512,-3,509,3583796
XMSSMT-SHA2_20/4_256,PUB_R2,512,-2,510,5887000
XMSSMT-SHA2_20/4_256,PUB_R2,512,-1,511,7182667
XMSSMT-SHA2_20/4_256,PUB_R2,512,0,512,10613056
XMSSMT-SHA2_20/4_256,PUB_R2,512,1,513,8315482
XMSSMT-SHA2_20/4_256,PUB_R2,512,2,514,10853889
XMSSMT-SHA2_20/4_256,PUB_R2,512,3,515,8421019
XMSSMT-SHA2_20/4_256,PUB_R2,512,4,516,10747778
XMSSMT-SHA2_20/4_256,PUB_R2,544,-4,540,5839759
XMSSMT-SHA2_20/4_256,PUB_R2,544,-3,541,3487889
XMSSMT-SHA2_20/4_256,PUB_R2,544,-2,542,5819148
XMSSMT-SHA2_20/4_256,PUB_R2,544,-1,543,7102482
XMSSMT-SHA2_20/4_256,PUB_R2,544,0,544,5800500
XMSSMT-SHA2_20/4_256,PUB_R2,544,1,545,5901055
XMSSMT-SHA2_20/4_256,PUB_R2,544,2,546,5904944
XMSSMT-SHA2_20/4_256,PUB_R2,544,3,547,8434407
XMSSMT-SHA2_20/4_256,PUB_R2,544,4,548,8299204
XMSSMT-SHA2_20/4_256,PUB_R2,576,-4,572,6109222
XMSSMT-SHA2_20/4_256,PUB_R2,576,-3,573,3434111
XMSSMT-SHA2_20/4_256,PUB_R2,576,-2,574,5817741
XMSSMT-SHA2_20/4_256,PUB_R2,576,-1,575,7170167
XMSSMT-SHA2_20/4_256,PUB_R2,576,0,576,5986241
XMSSMT-SHA2_20/4_256,PUB_R2,576,1,577,6106259
XMSSMT-SHA2_20/4_256,PUB_R2,576,2,578,5826463
XMSSMT-SHA2_20/4_256,PUB_R2,576,3,579,8514592
XMSSMT-SHA2_20/4_256,PUB_R2,576,4,580,8355407
XMSSMT-SHA2_20/4_256,PUB_R2,608,-4,604,6004370
XMSSMT-SHA2_20/4_256,PUB_R2,608,-3,605,3593982
XMSSMT-SHA2_20/4_256,PUB_R2,608,-2,606,5758685
XMSSMT-SHA2_20/4_256,PUB_R2,608,-1,607,7151926
XMSSMT-SHA2_20/4_256,PUB_R2,608,0,608,5932019
XMSSMT-SHA2_20/4_256,PUB_R2,608,1,609,5933926
XMSSMT-SHA2_20/4_256,PUB_R2,608,2,610,6014500
XMSSMT-SHA2_20/4_256,PUB_R2,608,3,611,8470963
XMSSMT-SHA2_20/4_256,PUB_R2,608,4,612,8303723
XMSSMT-SHA2_20/4_256,PUB_R2,640,-4,636,5993907
XMSSMT-SHA2_20/4_256,PUB_R2,640,-3,637,3516166
XMSSMT-SHA2_20/4_256,PUB_R2,640,-2,638,5893981
XMSSMT-SHA2_20/4_256,PUB_R2,640,-1,639,7076741
XMSSMT-SHA2_20/4_256,PUB_R2,640,0,640,10604593
XMSSMT-SHA2_20/4_256,PUB_R2,640,1,641,5880981
XMSSMT-SHA2_20/4_256,PUB_R2,640,2,642,6045740
XMSSMT-SHA2_20/4_256,PUB_R2,640,3,643,8429500
XMSSMT-SHA2_20/4_256,PUB_R2,640,4,644,8365370
XMSSMT-SHA2_20/4_256,PUB_R2,672,-4,668,5912315
XMSSMT-SHA2_20/4_256,PUB_R2,672,-3,669,3611629
XMSSMT-SHA2_20/4_256,PUB_R2,672,-2,670,6102277
XMSSMT-SHA2_20/4_256,PUB_R2,672,-1,671,7073704
XMSSMT-SHA2_20/4_256,PUB_R2,672,0,672,5908425
XMSSMT-SHA2_20/4_256,PUB_R2,672,1,673,5952148
XMSSMT-SHA2_20/4_256,PUB_R2,672,2,674,5974278
XMSSMT-SHA2_20/4_256,PUB_R2,672,3,675,8350870
XMSSMT-SHA2_20/4_256,PUB_R2,672,4,676,8315148
XMSSMT-SHA2_20/4_256,PUB_R2,704,-4,700,5829241
XMSSMT-SHA2_20/4_256,PUB_R2,704,-3,701,3559278
XMSSMT-SHA2_20/4_256,PUB_R2,704,-2,702,5833574
XMSSMT-SHA2_20/4_256,PUB_R2,704,-1,703,6816445
XMSSMT-SHA2_20/4_256,PUB_R2,704,0,704,6016463
XMSSMT-SHA2_20/4_256,PUB_R2,704,1,705,6010241
XMSSMT-SHA2_20/4_256,PUB_R2,704,2,706,5938203
XMSSMT-SHA2_20/4_256,PUB_R2,704,3,707,8360445
XMSSMT-SHA2_20/4_256,PUB_R2,704,4,708,8360592
XMSSMT-SHA2_20/4_256,PUB_R2,736,-4,732,5958629
XMSSMT-SHA2_20/4_256,PUB_R2,736,-3,733,3500241
XMSSMT-SHA2_20/4_256,PUB_R2,736,-2,734,5911129
XMSSMT-SHA2_20/4_256,PUB_R2,736,-1,735,6839129
XMSSMT-SHA2_20/4_256,PUB_R2,736,0,736,5992371
XMSSMT-SHA2_20/4_256,PUB_R2,736,1,737,5960871
XMSSMT-SHA2_20/4_256,PUB_R2,736,2,738,5761574
XMSSMT-SHA2_20/4_256,PUB_R2,736,3,739,8197834
XMSSMT-SHA2_20/4_256,PUB_R2,736,4,740,8328167
XMSSMT-SHA2_20/4_256,PUB_R2,768,-4,764,5816223
XMSSMT-SHA2_20/4_256,PUB_R2,768,-3,765,3581277
XMSSMT-SHA2_20/4_256,PUB_R2,768,-2,766,6052037
XMSSMT-SHA2_20/4_256,PUB_R2,768,-1,767,6845537
XMSSMT-SHA2_20/4_256,PUB_R2,768,0,768,10630926
XMSSMT-SHA2_20/4_256,PUB_R2,768,1,769,6088759
XMSSMT-SHA2_20/4_256,PUB_R2,768,2,770,5924889
XMSSMT-SHA2_20/4_256,PUB_R2,768,3,771,8320648
XMSSMT-SHA2_20/4_256,PUB_R2,768,4,772,8289741
XMSSMT-SHA2_20/4_256,PUB_R2,800,-4,796,5918278
XMSSMT-SHA2_20/4_256,PUB_R2,800,-3,797,3403741
XMSSMT-SHA2_20/4_256,PUB_R2,800,-2,798,5931259
XMSSMT-SHA2_20/4_256,PUB_R2,800,-1,799,6912167
XMSSMT-SHA2_20/4_256,PUB_R2,800,0,800,5836833
XMSSMT-SHA2_20/4_256,PUB_R2,800,1,801,5908574
XMSSMT-SHA2_20/4_256,PUB_R2,800,2,802,5950056
XMSSMT-SHA2_20/4_256,PUB_R2,800,3,803,8224426
XMSSMT-SHA2_20/4_256,PUB_R2,800,4,804,8237926
XMSSMT-SHA2_20/4_256,PUB_R2,832,-4,828,6013352
XMSSMT-SHA2_20/4_256,PUB_R2,832,-3,829,3554074
XMSSMT-SHA2_20/4_256,PUB_R2,832,-2,830,5876703
XMSSMT-SHA2_20/4_256,PUB_R2,832,-1,831,6878685
XMSSMT-SHA2_20/4_256,PUB_R2,832,0,832,5980519
XMSSMT-SHA2_20/4_256,PUB_R2,832,1,833,5977203
XMSSMT-SHA2_20/4_256,PUB_R2,832,2,834,5875944
XMSSMT-SHA2_20/4_256,PUB_R2,832,3,835,8311277
XMSSMT-SHA2_20/4_256,PUB_R2,832,4,836,8309871
XMSSMT-SHA2_20/4_256,PUB_R2,864,-4,860,6090814
XMSSMT-SHA2_20/4_256,PUB_R2,864,-3,861,3553019
XMSSMT-SHA2_20/4_256,PUB_R2,864,-2,862,5956167
XMSSMT-SHA2_20/4_256,PUB_R2,864,-1,863,6898629
XMSSMT-SHA2_20/4_256,PUB_R2,864,0,864,6039241
XMSSMT-SHA2_20/4_256,PUB_R2,864,1,865,5945167
XMSSMT-SHA2_20/4_256,PUB_R2,864,2,866,5965556
XMSSMT-SHA2_20/4_256,PUB_R2,864,3,867,8329037
XMSSMT-SHA2_20/4_256,PUB_R2,864,4,868,8340389
XMSSMT-SHA2_20/4_256,PUB_R2,896,-4,892,5929445
XMSSMT-SHA2_20/4_256,PUB_R2,896,-3,893,3372833
XMSSMT-SHA2_20/4_256,PUB_R2,896,-2,894,5833907
XMSSMT-SHA2_20/4_256,PUB_R2,896,-1,895,6981574
XMSSMT-SHA2_20/4_256,PUB_R2,896,0,896,5913740
XMSSMT-SHA2_20/4_256,PUB_R2,896,1,897,5986574
XMSSMT-SHA2_20/4_256,PUB_R2,896,2,898,5787074
XMSSMT-SHA2_20/4_256,PUB_R2,896,3,899,8498334
XMSSMT-SHA2_20/4_256,PUB_R2,896,4,900,8338370
XMSSMT-SHA2_20/4_256,PUB_R2,928,-4,924,5956852
XMSSMT-SHA2_20/4_256,PUB_R2,928,-3,925,3495223
XMSSMT-SHA2_20/4_256,PUB_R2,928,-2,926,5933277
XMSSMT-SHA2_20/4_256,PUB_R2,928,-1,927,7238334
XMSSMT-SHA2_20/4_256,PUB_R2,928,0,928,5933870
XMSSMT-SHA2_20/4_256,PUB_R2,928,1,929,6065982
XMSSMT-SHA2_20/4_256,PUB_R2,928,2,930,5949408
XMSSMT-SHA2_20/4_256,PUB_R2,928,3,931,8224407
XMSSMT-SHA2_20/4_256,PUB_R2,928,4,932,8362000
XMSSMT-SHA2_20/4_256,PUB_R2,960,-4,956,5942907
XMSSMT-SHA2_20/4_256,PUB_R2,960,-3,957,3487037
XMSSMT-SHA2_20/4_256,PUB_R2,960,-2,958,5954833
XMSSMT-SHA2_20/4_256,PUB_R2,960,-1,959,4623445
XMSSMT-SHA2_20/4_256,PUB_R2,960,0,960,5916444
XMSSMT-SHA2_20/4_256,PUB_R2,960,1,961,5898814
XMSSMT-SHA2_20/4_256,PUB_R2,960,2,962,6061297
XMSSMT-SHA2_20/4_256,PUB_R2,960,3,963,8218092
XMSSMT-SHA2_20/4_256,PUB_R2,960,4,964,8353593
XMSSMT-SHA2_20/4_256,PUB_R2,992,-4,988,5909926
XMSSMT-SHA2_20/4_256,PUB_R2,992,-3,989,3394389
XMSSMT-SHA2_20/4_256,PUB_R2,992,-2,990,5750370
XMSSMT-SHA2_20/4_256,PUB_R2,992,-1,991,7066518
XMSSMT-SHA2_20/4_256,PUB_R2,992,0,992,5751148
XMSSMT-SHA2_20/4_256,PUB_R2,992,1,993,5938593
XMSSMT-SHA2_20/4_256,PUB_R2,992,2,994,5781130
XMSSMT-SHA2_20/4_256,PUB_R2,992,3,995,8311111
XMSSMT-SHA2_20/4_256,PUB_R2,992,4,996,8444278
XMSSMT-SHA2_20/4_256,PUB_R3,32,-4,28,11024481
XMSSMT-SHA2_20/4_256,PUB_R3,32,-3,29,8593093
XMSSMT-SHA2_20/4_256,PUB_R3,32,-2,30,10926222
XMSSMT-SHA2_20/4_256,PUB_R3,32,-1,31,9508778
XMSSMT-SHA2_20/4_256,PUB_R3,32,0,32,11094852
XMSSMT-SHA2_20/4_256,PUB_R3,32,1,33,8473074
XMSSMT-SHA2_20/4_256,PUB_R3,32,2,34,10979833
XMSSMT-SHA2_20/4_256,PUB_R3,32,3,35,8635148
XMSSMT-SHA2_20/4_256,PUB_R3,32,4,36,11012889
XMSSMT-SHA2_20/4_256,PUB_R3,64,-4,60,8394296
XMSSMT-SHA2_20/4_256,PUB_R3,64,-3,61,6172130
XMSSMT-SHA2_20/4_256,PUB_R3,64,-2,62,8494185
XMSSMT-SHA2_20/4_256,PUB_R3,64,-1,63,7324926
XMSSMT-SHA2_20/4_256,PUB_R3,64,0,64,8320926
XMSSMT-SHA2_20/4_256,PUB_R3,64,1,65,6203814
XMSSMT-SHA2_20/4_256,PUB_R3,64,2,66,8461500
XMSSMT-SHA2_20/4_256,PUB_R3,64,3,67,8500389
XMSSMT-SHA2_20/4_256,PUB_R3,64,4,68,8475074
XMSSMT-SHA2_20/4_256,PUB_R3,96,-4,92,8334130
XMSSMT-SHA2_20/4_256,PUB_R3,96,-3,93,5895777
XMSSMT-SHA2_20/4_256,PUB_R3,96,-2,94,8353760
XMSSMT-SHA2_20/4_256,PUB_R3,96,-1,95,7054241
XMSSMT-SHA2_20/4_256,PUB_R3,96,0,96,8695333
XMSSMT-SHA2_20/4_256,PUB_R3,96,1,97,5893000
XMSSMT-SHA2_20/4_256,PUB_R3,96,2,98,8554648
XMSSMT-SHA2_20/4_256,PUB_R3,96,3,99,8465204
XMSSMT-SHA2_20/4_256,PUB_R3,96,4,100,8478852
XMSSMT-SHA2_20/4_256,PUB_R3,128,-4,124,5938722
XMSSMT-SHA2_20/4_256,PUB_R3,128,-3,125,3752518
XMSSMT-SHA2_20/4_256,PUB_R3,128,-2,126,6095518
XMSSMT-SHA2_20/4_256,PUB_R3,128,-1,127,7127760
XMSSMT-SHA2_20/4_256,PUB_R3,128,0,128,11012074
XMSSMT-SHA2_20/4_256,PUB_R3,128,1,129,6133722
XMSSMT-SHA2_20/4_256,PUB_R3,128,2,130,5865981
XMSSMT-SHA2_20/4_256,PUB_R3,128,3,131,8564314
XMSSMT-SHA2_20/4_256,PUB_R3,128,4,132,8538500
XMSSMT-SHA2_20/4_256,PUB_R3,160,-4,156,6075185
XMSSMT-SHA2_20/4_256,PUB_R3,160,-3,157,3662482
XMSSMT-SHA2_20/4_256,PUB_R3,160,-2,158,6048722
XMSSMT-SHA2_20/4_256,PUB_R3,160,-1,159,6826945
XMSSMT-SHA2_20/4_256,PUB_R3,160,0,160,6035075
XMSSMT-SHA2_20/4_256,PUB_R3,160,1,161,5929389
XMSSMT-SHA2_20/4_256,PUB_R3,160,2,162,6105833
XMSSMT-SHA2_20/4_256,PUB_R3,160,3,163,8531389
XMSSMT-SHA2_20/4_256,PUB_R3,160,4,164,8284037
XMSSMT-SHA2_20/4_256,PUB_R3,192,-4,188,6168037
XMSSMT-SHA2_20/4_256,PUB_R3,192,-3,189,3744778
XMSSMT-SHA2_20/4_256,PUB_R3,192,-2,190,6067834
XMSSMT-SHA2_20/4_256,PUB_R3,192,-1,191,7294203
XMSSMT-SHA2_20/4_256,PUB_R3,192,0,192,6141167
XMSSMT-SHA2_20/4_256,PUB_R3,192,1,193,6079537
XMSSMT-SHA2_20/4_256,PUB_R3,192,2,194,5933852
XMSSMT-SHA2_20/4_256,PUB_R3,192,3,195,8384759
XMSSMT-SHA2_20/4_256,PUB_R3,192,4,196,8407093
XMSSMT-SHA2_20/4_256,PUB_R3,224,-4,220,6095760
XMSSMT-SHA2_20/4_256,PUB_R3,224,-3,221,3787963
XMSSMT-SHA2_20/4_256,PUB_R3,224,-2,222,6131759
XMSSMT-SHA2_20/4_256,PUB_R3,224,-1,223,6952760
XMSSMT-SHA2_20/4_256,PUB_R3,224,0,224,6026148
XMSSMT-SHA2_20/4_256,PUB_R3,224,1,225,6140592
XMSSMT-SHA2_20/4_256,PUB_R3,224,2,226,5996148
XMSSMT-SHA2_20/4_256,PUB_R3,224,3,227,8462833
XMSSMT-SHA2_20/4_256,PUB_R3,224,4,228,8550426
XMSSMT-SHA2_20/4_256,PUB_R3,256,-4,252,6084796
XMSSMT-SHA2_20/4_256,PUB_R3,256,-3,253,3623574
XMSSMT-SHA2_20/4_256,PUB_R3,256,-2,254,5907185
XMSSMT-SHA2_20/4_256,PUB_R3,256,-1,255,7300796
XMSSMT-SHA2_20/4_256,PUB_R3,256,0,256,10913778
XMSSMT-SHA2_20/4_256,PUB_R3,256,1,257,8595315
XMSSMT-SHA2_20/4_256,PUB_R3,256,2,258,11059537
XMSSMT-SHA2_20/4_256,PUB_R3,256,3,259,8454759
XMSSMT-SHA2_20/4_256,PUB_R3,256,4,260,10948018
XMSSMT-SHA2_20/4_256,PUB_R3,288,-4,284,6089760
XMSSMT-SHA2_20/4_256,PUB_R3,288,-3,285,3460018
XMSSMT-SHA2_20/4_256,PUB_R3,288,-2,286,5949722
XMSSMT-SHA2_20/4_256,PUB_R3,288,-1,287,7227241
XMSSMT-SHA2_20/4_256,PUB_R3,288,0,288,6065389
XMSSMT-SHA2_20/4_256,PUB_R3,288,1,289,6104648
XMSSMT-SHA2_20/4_256,PUB_R3,288,2,290,6088870
XMSSMT-SHA2_20/4_256,PUB_R3,288,3,291,8658426
XMSSMT-SHA2_20/4_256,PUB_R3,288,4,292,8643963
XMSSMT-SHA2_20/4_256,PUB_R3,320,-4,316,5889333
XMSSMT-SHA2_20/4_256,PUB_R3,320,-3,317,3568981
XMSSMT-SHA2_20/4_256,PUB_R3,320,-2,318,6062834
XMSSMT-SHA2_20/4_256,PUB_R3,320,-1,319,7357149
XMSSMT-SHA2_20/4_256,PUB_R3,320,0,320,6034241
XMSSMT-SHA2_20/4_256,PUB_R3,320,1,321,6075370
XMSSMT-SHA2_20/4_256,PUB_R3,320,2,322,6027074
XMSSMT-SHA2_20/4_256,PUB_R3,320,3,323,8497685
XMSSMT-SHA2_20/4_256,PUB_R3,320,4,324,8547315
XMSSMT-SHA2_20/4_256,PUB_R3,352,-4,348,6070203
XMSSMT-SHA2_20/4_256,PUB_R3,352,-3,349,3503851
XMSSMT-SHA2_20/4_256,PUB_R3,352,-2,350,5997537
XMSSMT-SHA2_20/4_256,PUB_R3,352,-1,351,7077759
XMSSMT-SHA2_20/4_256,PUB_R3,352,0,352,6128815
XMSSMT-SHA2_20/4_256,PUB_R3,352,1,353,6104074
XMSSMT-SHA2_20/4_256,PUB_R3,352,2,354,5911592
XMSSMT-SHA2_20/4_256,PUB_R3,352,3,355,8506519
XMSSMT-SHA2_20/4_256,PUB_R3,352,4,356,8435260
XMSSMT-SHA2_20/4_256,PUB_R3,384,-4,380,6062481
XMSSMT-SHA2_20/4_256,PUB_R3,384,-3,381,3424519
XMSSMT-SHA2_20/4_256,PUB_R3,384,-2,382,5898518
XMSSMT-SHA2_20/4_256,PUB_R3,384,-1,383,7122408
XMSSMT-SHA2_20/4_256,PUB_R3,384,0,384,10933333
XMSSMT-SHA2_20/4_256,PUB_R3,384,1,385,6039037
XMSSMT-SHA2_20/4_256,PUB_R3,384,2,386,5934000
XMSSMT-SHA2_20/4_256,PUB_R3,384,3,387,8605611
XMSSMT-SHA2_20/4_256,PUB_R3,384,4,388,8309852
XMSSMT-SHA2_20/4_256,PUB_R3,416,-4,412,6042870
XMSSMT-SHA2_20/4_256,PUB_R3,416,-3,413,3629648
XMSSMT-SHA2_20/4_256,PUB_R3,416,-2,414,6094741
XMSSMT-SHA2_20/4_256,PUB_R3,416,-1,415,7141149
XMSSMT-SHA2_20/4_256,PUB_R3,416,0,416,6060814
XMSSMT-SHA2_20/4_256,PUB_R3,416,1,417,5915426
XMSSMT-SHA2_20/4_256,PUB_R3,416,2,418,5924519
XMSSMT-SHA2_20/4_256,PUB_R3,416,3,419,8372630
XMSSMT-SHA2_20/4_256,PUB_R3,416,4,420,8561056
XMSSMT-SHA2_20/4_256,PUB_R3,448,-4,444,6094370
XMSSMT-SHA2_20/4_256,PUB_R3,448,-3,445,3598870
XMSSMT-SHA2_20/4_256,PUB_R3,448,-2,446,6041611
XMSSMT-SHA2_20/4_256,PUB_R3,448,-1,447,7061241
XMSSMT-SHA2_20/4_256,PUB_R3,448,0,448,6209148
XMSSMT-SHA2_20/4_256,PUB_R3,448,1,449,5951278
XMSSMT-SHA2_20/4_256,PUB_R3,448,2,450,6096352
XMSSMT-SHA2_20/4_256,PUB_R3,448,3,451,8455500
XMSSMT-SHA2_20/4_256,PUB_R3,448,4,452,8385407
XMSSMT-SHA2_20/4_256,PUB_R3,480,-4,476,6065111
XMSSMT-SHA2_20/4_256,PUB_R3,480,-3,477,3560259
XMSSMT-SHA2_20/4_256,PUB_R3,480,-2,478,6109260
XMSSMT-SHA2_20/4_256,PUB_R3,480,-1,479,7254907
XMSSMT-SHA2_20/4_256,PUB_R3,480,0,480,6097185
XMSSMT-SHA2_20/4_256,PUB_R3,480,1,481,6039260
XMSSMT-SHA2_20/4_256,PUB_R3,480,2,482,6099963
XMSSMT-SHA2_20/4_256,PUB_R3,480,3,483,8498611
XMSSMT-SHA2_20/4_256,PUB_R3,480,4,484,8364093
XMSSMT-SHA2_20/4_256,PUB_R3,512,-4,508,6115500
XMSSMT-SHA2_20/4_256,PUB_R3,512,-3,509,3466815
XMSSMT-SHA2_20/4_256,PUB_R3,512,-2,510,6012889
XMSSMT-SHA2_20/4_256,PUB_R3,512,-1,511,7223037
XMSSMT-SHA2_20/4_256,PUB_R3,512,0,512,10936648
